Temperature,Humidity,Moisture,Nitrogen,Phosphorus,Potassium,PH,Light_Intensity,Yield_Rate,Target_Disease
26.37,84.73,14.08,46.13,25.35,49.6,7.77,643.3,48.82,Bacterial_Leaf_Spot
21.7,92.13,48.09,43.34,29.83,30.03,6.12,268.5,39.6,Powdery_Mildew
28.26,37.44,47.64,39.08,14.61,33.26,6.35,393.8,39.13,Healthy
40.06,79.99,38.9,43.8,12.76,38.99,7.86,827.7,48.65,Bacterial_Leaf_Spot
21.59,77.97,21.55,33.27,37.21,35.64,6.77,564.9,45.71,Healthy
18.22,80.54,13.53,31.39,25.96,27.88,5.33,745.6,35.15,Healthy
30.07,89.86,21.39,46.51,13.32,11.03,7.44,471.3,35.62,Bacterial_Leaf_Spot
35.91,49.33,12.48,44.5,12.45,29.21,6.85,352.1,36.22,Bacterial_Leaf_Spot
18.79,41.14,51.38,17.08,22.62,45.08,6.41,666.9,39.14,Healthy
36.05,76.53,59.86,44.58,28.17,23.05,5.42,729.4,45.75,Root_Rot
30.63,81.78,56.71,19.87,49.92,34.72,5.12,226.6,48.54,Root_Rot
20.99,88.85,38.97,30.53,20.64,43.79,7.18,292.8,40.16,Powdery_Mildew
19.96,58.47,52.9,18.48,18.46,27.99,7.34,849.0,49.37,Healthy
28.03,89.45,50.99,12.2,36.39,16.99,7.67,598.6,48.66,Early_Blight
21.56,89.28,28.98,45.71,18.03,22.31,6.01,254.4,45.67,Powdery_Mildew
22.43,91.18,56.54,21.41,11.31,43.4,6.28,411.2,45.45,Rust
20.21,82.99,43.86,22.71,41.73,35.22,7.54,256.1,40.08,Powdery_Mildew
30.02,38.57,17.61,12.56,28.46,17.67,7.54,963.3,36.38,Healthy
14.02,89.99,55.8,18.43,15.17,27.2,6.68,676.2,42.69,Rust
25.76,87.43,61.71,44.61,27.44,14.61,7.78,697.0,54.91,Bacterial_Leaf_Spot
22.67,94.14,51.23,17.2,18.03,14.67,6.62,726.4,42.17,Rust
25.58,94.44,48.78,36.16,37.42,31.64,5.05,278.6,39.73,Powdery_Mildew
26.63,86.48,56.26,48.24,36.69,47.33,7.78,535.1,60.13,Bacterial_Leaf_Spot
19.87,83.05,64.43,21.6,37.08,38.72,6.84,371.3,42.49,Rust
21.85,87.46,45.02,34.69,49.58,49.84,6.08,745.1,48.56,Healthy
20.8,88.0,53.42,47.85,11.94,25.39,7.57,429.3,45.14,Rust
31.91,34.76,7.83,21.54,47.55,26.48,7.09,640.2,38.75,Healthy
23.07,91.99,19.88,36.0,40.09,44.12,7.23,310.8,51.15,Powdery_Mildew
33.62,78.48,62.75,12.04,24.58,39.56,5.2,556.5,44.04,Root_Rot
24.87,88.45,23.49,28.92,47.43,40.52,5.43,224.4,35.37,Powdery_Mildew
33.27,85.29,46.4,35.37,32.43,33.86,7.95,970.2,54.3,Bacterial_Leaf_Spot
20.55,91.5,53.23,17.66,20.67,13.66,6.73,643.5,43.11,Rust
40.37,41.96,62.93,15.39,28.26,31.04,5.44,724.7,39.11,Powdery_Mildew
29.93,34.96,44.68,32.79,29.36,10.75,5.03,223.5,34.17,Healthy
30.87,69.47,60.28,44.95,43.3,22.62,5.69,602.5,47.28,Root_Rot
26.67,93.92,14.32,37.09,21.25,15.29,8.05,389.0,39.29,Bacterial_Leaf_Spot
19.47,46.63,20.96,39.74,11.19,15.07,6.26,384.5,22.81,Healthy
14.73,33.74,59.46,34.47,43.8,46.32,5.18,342.1,39.27,Root_Rot
22.2,86.01,47.36,14.93,19.59,25.96,5.34,274.6,40.94,Powdery_Mildew
30.09,36.18,38.8,32.06,42.31,11.84,7.53,580.1,44.27,Healthy
37.92,87.49,16.43,30.41,30.79,26.55,5.06,1006.9,43.54,Early_Blight
23.48,37.0,22.87,42.62,35.68,32.78,5.02,228.9,25.84,Early_Blight
23.75,50.04,53.58,35.89,34.7,18.78,6.08,520.0,45.72,Healthy
27.68,30.99,27.04,35.53,42.47,12.16,5.66,227.4,29.97,Healthy
41.52,47.17,55.32,14.14,30.74,49.2,7.75,990.4,48.68,Healthy
18.56,90.5,53.92,43.37,27.09,39.75,7.45,779.2,49.09,Rust
24.88,62.96,29.53,40.66,33.58,40.47,5.97,659.3,37.36,Healthy
24.1,83.61,42.32,47.35,33.12,47.78,5.96,324.3,44.93,Powdery_Mildew
36.84,52.44,56.54,32.85,39.82,13.62,5.43,796.8,40.61,Root_Rot
25.47,82.99,64.5,48.51,45.7,43.23,7.57,644.1,54.86,Bacterial_Leaf_Spot
30.93,84.48,34.56,15.3,30.84,44.83,6.43,926.8,49.85,Early_Blight
12.0,78.27,49.15,41.13,23.11,31.11,6.31,346.8,41.91,Healthy
39.55,80.52,62.63,14.0,31.99,18.23,8.06,750.5,49.17,Early_Blight
26.92,84.53,48.31,47.63,51.02,34.25,7.87,347.2,59.42,Bacterial_Leaf_Spot
27.24,78.67,13.13,19.2,23.3,10.7,7.57,718.3,32.78,Early_Blight
22.07,87.69,24.78,13.15,32.85,32.91,6.19,304.6,32.49,Early_Blight
26.68,25.9,54.61,12.03,32.89,19.03,6.76,622.8,39.31,Healthy
19.37,31.5,59.17,34.38,35.24,28.41,5.74,902.1,47.03,Root_Rot
25.87,65.27,53.79,14.59,47.74,37.68,4.93,796.9,43.74,Root_Rot
21.71,86.76,19.52,38.24,12.37,22.75,5.53,253.9,33.42,Powdery_Mildew
39.48,77.5,20.9,10.55,39.71,36.18,8.04,400.5,34.68,Early_Blight
29.2,72.99,37.77,14.52,23.51,17.75,4.94,286.7,32.07,Early_Blight
31.44,88.08,24.85,11.26,45.01,29.79,5.11,465.7,29.71,Early_Blight
24.46,62.85,44.16,46.95,46.96,36.15,7.2,507.7,50.36,Healthy
14.39,65.05,43.53,30.34,23.89,39.84,6.93,862.8,52.43,Healthy
15.49,90.11,61.5,33.91,21.9,44.87,6.54,286.0,45.56,Rust
26.69,70.3,65.38,21.67,15.21,40.35,6.6,469.4,42.49,Early_Blight
40.32,46.88,55.64,16.82,40.35,15.87,5.05,815.4,37.02,Root_Rot
32.11,74.02,14.83,22.2,20.05,13.26,4.99,782.4,28.88,Early_Blight
28.49,77.58,11.1,31.51,31.99,41.74,7.72,804.0,46.4,Early_Blight
35.4,73.04,47.45,42.23,35.63,44.95,5.15,897.7,49.55,Healthy
33.4,75.76,64.72,16.8,14.2,25.47,5.17,921.2,44.45,Root_Rot
25.8,84.57,49.81,20.42,13.52,12.96,7.39,286.2,39.1,Powdery_Mildew
17.35,33.24,54.75,30.85,22.18,36.1,4.9,390.2,39.83,Root_Rot
29.09,30.03,60.23,44.0,24.4,32.28,5.21,921.0,42.24,Root_Rot
18.93,73.38,38.5,43.55,16.7,26.37,7.73,790.0,49.8,Healthy
20.48,86.68,42.98,24.97,25.46,41.11,7.32,274.3,46.55,Powdery_Mildew
16.39,92.85,58.42,24.5,47.3,50.78,7.59,408.4,60.68,Rust
29.24,78.42,53.46,39.91,30.82,13.16,5.6,672.2,40.27,Root_Rot
26.4,55.58,50.61,22.58,16.57,34.83,5.9,970.5,41.6,Healthy
22.44,90.94,22.77,17.22,25.53,45.45,7.64,313.7,37.54,Powdery_Mildew
31.06,65.99,44.42,27.74,48.71,17.16,6.17,633.4,38.67,Early_Blight
16.87,50.28,43.25,28.42,30.37,42.94,7.21,524.0,51.38,Healthy
40.11,28.35,25.08,28.13,40.11,18.65,5.23,666.7,29.17,Healthy
22.79,83.32,62.82,42.07,22.19,28.18,5.81,445.1,43.76,Rust
34.96,74.41,33.37,17.99,42.85,46.98,6.93,701.1,52.91,Early_Blight
35.94,29.95,38.95,41.02,46.03,14.74,6.31,668.7,38.32,Healthy
12.94,33.61,59.95,40.45,44.67,23.38,5.67,751.0,45.54,Root_Rot
37.3,79.08,24.63,39.15,20.68,28.93,7.93,296.5,37.75,Bacterial_Leaf_Spot
33.67,31.52,43.66,46.57,22.41,20.33,6.53,474.9,45.38,Early_Blight
13.23,73.35,42.36,41.78,21.27,32.88,5.78,363.5,42.37,Healthy
23.15,87.21,25.43,33.36,18.39,29.53,6.47,247.2,34.71,Powdery_Mildew
20.37,67.06,54.62,33.31,11.52,33.62,5.55,240.7,42.12,Root_Rot
41.29,34.13,44.38,18.63,11.88,30.65,7.47,264.1,39.77,Healthy
26.36,92.13,55.22,34.69,49.35,37.28,6.8,350.5,41.68,Early_Blight
14.45,25.81,58.72,26.77,26.09,21.08,4.81,320.9,41.28,Root_Rot
30.84,37.32,49.89,32.09,21.16,17.5,5.1,443.1,40.47,Healthy
20.91,92.12,53.99,16.72,32.84,44.27,7.69,776.9,47.6,Rust
19.01,89.54,58.22,16.65,19.29,16.49,6.62,546.5,48.53,Rust
25.97,85.43,56.38,38.55,34.04,35.3,5.54,415.4,45.26,Root_Rot
28.45,31.01,52.93,16.21,23.27,19.41,5.26,225.3,31.49,Root_Rot
34.85,64.24,19.69,37.98,36.43,39.06,5.53,513.6,26.86,Healthy
19.75,71.27,28.53,31.65,9.97,15.26,7.45,497.4,41.5,Healthy
28.14,36.95,63.84,43.84,49.0,12.55,5.15,813.8,40.75,Root_Rot
40.9,67.9,9.47,27.86,48.18,39.55,7.54,692.1,42.61,Early_Blight
23.45,87.77,12.26,36.05,11.98,39.61,7.19,289.7,34.25,Powdery_Mildew
23.23,85.45,15.98,29.89,36.37,21.93,4.86,323.3,32.55,Powdery_Mildew
31.38,82.31,60.37,46.54,23.21,38.46,7.63,923.0,55.67,Bacterial_Leaf_Spot
34.05,50.46,50.26,28.51,31.82,11.34,5.69,821.5,46.27,Root_Rot
21.85,88.7,54.51,41.33,39.39,22.77,8.05,436.8,50.29,Rust
22.04,84.98,17.5,36.26,17.55,23.85,5.45,247.0,29.17,Powdery_Mildew
32.54,39.41,45.08,41.76,42.88,29.4,6.36,344.9,31.03,Healthy
21.39,92.17,42.51,43.99,19.55,26.51,6.57,274.4,40.35,Powdery_Mildew
33.41,86.45,34.98,11.6,22.89,32.18,4.96,592.1,39.39,Early_Blight
26.13,82.94,49.48,32.91,29.54,23.68,6.42,837.9,44.34,Early_Blight
16.2,41.11,47.25,29.82,8.58,16.08,5.5,189.0,29.0,Healthy
30.72,74.81,24.26,25.25,15.81,26.84,5.57,739.6,33.18,Early_Blight
24.97,73.85,37.54,10.4,39.64,29.63,6.44,482.0,35.11,Early_Blight
22.28,93.74,20.49,48.97,32.36,27.43,7.85,329.5,34.79,Powdery_Mildew
18.66,31.21,59.58,26.14,34.51,45.35,5.18,592.1,50.69,Root_Rot
37.69,58.46,33.45,10.25,26.47,30.69,7.65,758.6,34.95,Healthy
23.1,81.39,40.91,32.52,43.16,44.32,7.32,334.0,45.34,Powdery_Mildew
35.93,74.61,8.72,25.29,35.22,24.07,5.48,251.4,30.41,Early_Blight
13.9,31.92,64.54,16.0,11.28,12.2,6.71,392.0,35.84,Healthy
25.68,81.99,62.29,49.53,47.49,49.14,7.56,643.7,61.83,Bacterial_Leaf_Spot
27.77,82.45,21.84,15.09,18.18,15.23,7.84,679.2,40.53,Early_Blight
40.29,52.52,60.55,20.58,33.92,39.11,5.62,468.1,41.64,Healthy
24.66,60.11,53.74,33.38,26.12,20.06,6.65,248.4,42.37,Healthy
23.44,81.37,51.75,47.97,24.44,18.05,8.07,265.2,53.96,Powdery_Mildew
35.07,91.67,52.08,45.61,37.75,36.76,5.67,864.8,50.91,Root_Rot
29.97,30.12,63.69,24.39,14.38,41.59,4.77,250.8,37.11,Root_Rot
32.58,84.75,49.09,35.4,33.12,36.62,7.24,566.5,46.95,Healthy
35.99,88.63,35.54,43.95,37.98,30.37,7.52,881.3,45.58,Bacterial_Leaf_Spot
32.68,37.67,61.8,39.34,44.42,29.35,5.08,651.5,47.44,Root_Rot
34.91,45.83,49.35,45.93,35.89,40.78,7.74,567.4,55.86,Healthy
25.65,95.02,21.42,23.43,36.83,35.31,5.05,692.8,39.9,Early_Blight
21.3,94.88,54.26,13.24,36.04,32.77,6.4,796.4,44.0,Rust
28.53,54.24,16.67,48.86,24.38,12.49,7.95,336.4,39.39,Healthy
22.13,84.36,44.05,41.47,36.05,38.5,7.67,303.1,48.42,Powdery_Mildew
23.56,92.44,49.06,40.78,17.26,27.13,7.83,331.2,48.62,Powdery_Mildew
34.37,45.52,61.07,37.76,41.8,17.87,7.41,825.2,54.68,Healthy
25.97,82.24,27.98,22.8,11.77,37.23,7.52,646.3,40.42,Early_Blight
41.6,88.49,14.67,14.72,25.6,10.65,5.46,774.7,36.26,Early_Blight
22.3,88.62,56.43,28.64,29.78,48.76,7.15,524.6,51.47,Rust
19.99,91.61,55.15,25.61,40.71,36.24,6.51,737.4,47.2,Rust
22.04,88.2,52.98,21.03,34.19,35.45,7.32,718.4,51.15,Rust
20.78,88.23,46.02,23.92,25.12,38.93,7.49,270.1,52.13,Powdery_Mildew
22.48,86.46,58.93,27.16,21.16,45.7,7.76,836.2,55.75,Rust
26.34,85.31,61.11,42.96,39.92,28.69,7.86,372.9,50.94,Bacterial_Leaf_Spot
31.9,54.58,62.58,26.77,9.86,19.67,6.42,703.7,43.41,Healthy
21.57,29.06,24.16,42.8,22.08,30.6,4.95,372.0,29.02,Healthy
36.15,75.12,42.21,29.35,22.79,42.19,5.19,819.8,43.49,Early_Blight
25.01,31.0,64.05,12.63,21.99,29.66,5.32,736.9,38.33,Root_Rot
27.42,68.45,59.1,33.73,41.7,41.93,5.87,554.0,45.83,Early_Blight
27.77,86.64,52.8,25.68,31.07,25.85,7.27,674.6,52.23,Early_Blight
34.04,90.84,27.93,50.69,49.49,29.93,5.65,697.7,39.3,Healthy
31.08,85.0,58.99,38.22,16.6,38.49,6.3,864.7,54.23,Healthy
13.95,90.7,27.39,32.62,39.2,23.45,5.62,820.8,37.56,Healthy
13.38,70.03,60.89,35.21,23.21,21.74,7.6,792.7,55.34,Healthy
39.34,52.67,64.29,49.09,32.83,41.81,7.75,552.3,51.08,Healthy
20.56,89.41,19.77,33.05,45.28,20.32,7.87,282.1,41.09,Powdery_Mildew
15.72,81.17,50.38,40.16,33.36,47.86,5.12,784.5,48.79,Root_Rot
29.94,84.7,52.48,48.43,45.8,46.94,7.52,948.8,52.9,Bacterial_Leaf_Spot
20.08,90.69,51.57,40.79,25.57,15.73,6.32,881.1,46.46,Rust
34.78,29.66,50.27,29.29,46.12,34.13,6.62,992.0,39.39,Healthy
16.68,82.55,18.96,14.42,15.73,27.89,8.0,705.3,37.66,Healthy
23.3,81.17,51.75,43.31,35.07,46.22,6.33,280.4,47.85,Powdery_Mildew
19.68,86.46,37.02,28.57,26.12,30.6,4.85,821.5,42.82,Healthy
19.5,27.36,58.31,31.73,23.5,44.59,5.18,269.8,44.55,Root_Rot
34.07,87.06,15.51,49.59,34.68,16.63,7.58,236.3,42.5,Bacterial_Leaf_Spot
25.18,65.61,46.33,44.16,32.69,33.39,5.45,968.3,45.65,Healthy
22.2,93.77,56.59,46.56,17.34,34.83,7.11,648.7,48.41,Rust
23.77,73.09,16.29,41.87,12.09,41.99,5.54,431.2,33.2,Healthy
18.72,38.94,60.94,29.87,26.2,41.0,5.44,592.8,39.21,Root_Rot
21.28,89.97,46.49,25.42,24.81,39.19,7.61,308.8,44.06,Powdery_Mildew
36.46,86.8,52.25,15.11,32.76,26.42,5.89,687.7,47.4,Early_Blight
41.68,49.27,55.99,31.73,34.11,20.41,5.39,813.8,52.56,Root_Rot
32.51,92.22,19.46,45.5,32.93,38.15,7.97,582.1,38.74,Bacterial_Leaf_Spot
35.39,28.69,22.66,44.41,48.19,48.39,7.19,586.6,48.77,Healthy
34.62,80.29,35.39,15.59,26.41,19.68,6.11,551.4,38.63,Rust
29.5,94.39,59.51,49.07,36.3,24.5,5.14,805.2,45.21,Root_Rot
22.11,26.47,58.19,38.25,16.78,23.46,5.21,916.9,45.94,Root_Rot
34.44,44.01,20.64,24.81,44.13,40.38,7.76,358.4,43.59,Healthy
21.25,87.88,38.57,31.24,22.08,14.12,6.05,312.1,36.55,Powdery_Mildew
18.88,77.46,31.21,19.3,43.64,34.26,5.54,967.6,45.8,Healthy
16.6,60.59,31.01,30.77,41.95,46.66,5.24,681.2,37.18,Healthy
36.0,51.41,58.02,17.34,19.75,15.15,5.03,526.7,34.09,Root_Rot
36.74,86.19,63.72,32.35,33.77,38.65,6.41,328.8,53.54,Early_Blight
24.6,86.02,16.54,32.23,31.51,42.93,7.74,329.0,48.99,Powdery_Mildew
36.99,71.81,20.82,29.45,14.91,17.03,5.95,699.5,35.19,Early_Blight
36.59,25.67,33.12,19.47,49.23,12.98,4.82,439.1,31.91,Healthy
17.35,76.27,56.0,42.97,46.46,23.9,8.01,428.1,51.35,Healthy
40.52,37.81,38.62,14.25,40.24,41.97,6.24,614.2,38.86,Healthy
35.15,77.61,9.24,22.74,22.59,16.16,5.42,441.5,26.2,Early_Blight
34.96,45.06,62.85,37.01,41.45,18.1,7.47,838.5,54.36,Healthy
20.81,91.08,59.83,43.48,25.53,17.09,5.98,971.9,42.79,Rust
17.79,61.66,56.61,17.5,13.83,33.39,4.83,967.1,42.15,Root_Rot
33.32,78.61,43.51,25.2,46.48,36.37,7.02,432.3,46.21,Early_Blight
24.43,32.58,56.85,20.8,22.08,40.06,5.32,908.3,42.26,Root_Rot
35.2,93.0,59.43,21.14,44.51,36.21,5.55,551.2,54.26,Root_Rot
37.77,88.74,37.76,20.6,49.45,50.71,8.01,973.5,57.81,Early_Blight
33.8,71.47,14.57,19.44,12.72,12.9,4.97,903.6,24.16,Early_Blight
12.48,53.87,61.22,36.02,43.17,45.01,5.64,851.1,43.94,Root_Rot
31.03,90.02,23.81,45.72,19.17,14.17,7.78,502.5,39.21,Bacterial_Leaf_Spot
21.43,83.87,44.56,44.92,36.08,34.99,7.92,341.9,47.73,Powdery_Mildew
24.7,66.21,49.12,20.52,29.48,36.19,8.03,712.4,49.36,Early_Blight
20.81,88.23,50.19,22.41,25.41,49.23,7.04,704.2,41.19,Rust
12.99,36.92,50.31,28.76,45.95,35.3,7.18,866.9,56.98,Healthy
25.94,89.02,25.97,33.27,19.6,30.08,6.43,921.0,40.77,Early_Blight
35.53,45.05,52.79,15.65,32.89,12.72,5.06,323.5,31.69,Root_Rot
23.61,85.12,26.31,36.59,16.41,38.79,5.73,359.0,44.44,Healthy
37.06,91.27,48.26,14.38,50.46,41.5,7.61,327.7,47.42,Early_Blight
20.35,50.49,29.97,14.49,40.22,26.67,7.11,605.8,42.14,Healthy
42.24,57.02,20.95,33.46,33.08,43.22,4.83,839.7,34.34,Healthy
18.65,91.81,56.52,47.44,16.81,12.54,7.83,980.6,60.56,Rust
31.28,95.49,45.87,31.05,35.94,26.85,7.77,252.7,49.45,Early_Blight
13.74,84.18,49.74,19.68,14.85,25.67,7.22,404.0,39.22,Root_Rot
14.04,50.67,46.12,21.89,15.52,20.3,7.79,667.5,44.07,Healthy
21.48,94.36,22.36,39.33,43.28,41.59,6.88,266.5,43.73,Powdery_Mildew
38.33,33.03,42.68,35.5,20.32,16.26,7.19,915.8,43.14,Healthy
33.19,60.52,45.81,41.95,27.6,13.09,6.19,510.2,41.42,Healthy
32.36,91.72,20.33,16.29,16.38,26.78,6.54,694.9,39.4,Early_Blight
35.28,60.62,50.95,36.32,33.13,13.68,7.38,952.1,45.62,Healthy
30.24,86.02,38.4,48.36,48.59,25.39,7.36,844.1,52.5,Bacterial_Leaf_Spot
35.3,72.53,22.34,23.7,26.83,47.96,4.95,775.6,33.12,Early_Blight
13.46,56.82,12.89,26.32,32.67,35.35,5.95,588.2,38.01,Healthy
35.76,34.26,8.07,45.64,32.54,46.8,5.92,333.6,40.27,Healthy
39.27,37.2,29.48,12.15,17.68,29.3,7.56,390.5,36.88,Healthy
22.12,94.11,21.79,15.62,12.92,46.73,7.17,319.6,40.34,Powdery_Mildew
21.57,91.54,19.87,47.6,32.47,26.39,7.76,303.8,44.18,Powdery_Mildew
28.3,82.1,53.22,43.37,18.12,43.57,5.41,392.3,39.81,Root_Rot
37.67,89.8,53.66,22.92,49.51,20.82,5.41,802.3,49.14,Root_Rot
28.75,92.89,51.32,38.64,30.61,41.6,7.33,724.2,55.53,Bacterial_Leaf_Spot
16.64,82.62,52.34,42.49,33.57,43.58,4.94,864.2,51.2,Root_Rot
13.9,89.28,62.4,32.76,31.94,30.55,6.73,517.4,50.36,Rust
40.1,81.21,40.97,16.17,22.74,14.04,6.59,963.5,45.54,Early_Blight
28.15,39.04,45.75,43.76,13.75,36.82,7.72,350.0,40.12,Healthy
23.9,80.68,62.38,43.72,29.59,19.1,7.53,529.3,51.42,Rust
36.94,53.15,15.5,16.36,47.32,34.3,6.54,779.0,41.71,Healthy
39.64,58.14,21.51,24.65,36.09,48.27,6.93,372.2,47.39,Bacterial_Leaf_Spot
27.89,59.85,50.38,32.78,29.1,11.53,5.72,997.3,37.95,Root_Rot
26.69,42.41,52.18,17.02,15.24,43.93,8.1,883.7,52.99,Healthy
15.83,87.41,58.58,45.65,48.52,23.76,7.03,753.6,62.62,Rust
29.55,62.96,65.31,13.37,19.4,16.21,5.21,498.8,35.59,Root_Rot
38.81,77.12,25.58,11.21,46.96,30.13,5.89,878.1,38.07,Early_Blight
22.38,94.22,28.82,47.4,25.54,14.14,7.43,343.6,43.39,Powdery_Mildew
12.32,77.04,53.61,37.39,30.03,15.54,5.45,491.4,42.55,Powdery_Mildew
13.52,57.94,30.5,42.92,47.05,16.61,6.28,719.6,40.85,Healthy
25.86,86.74,33.32,31.86,34.2,47.04,5.01,415.7,38.57,Early_Blight
25.71,45.33,25.62,22.16,40.61,45.43,6.13,520.3,36.76,Healthy
26.45,87.83,35.49,48.08,41.02,30.26,7.41,792.4,51.53,Bacterial_Leaf_Spot
25.11,83.14,39.1,49.3,49.64,18.71,7.87,303.4,44.15,Powdery_Mildew
36.15,83.91,30.55,39.88,20.96,14.01,6.12,254.6,34.14,Healthy
14.74,28.49,56.47,19.41,44.99,32.11,5.41,423.1,40.04,Healthy
21.51,88.54,23.89,10.85,34.31,35.23,6.34,329.5,30.69,Powdery_Mildew
30.89,84.38,60.3,36.85,17.17,38.12,6.25,857.2,44.75,Healthy
35.66,66.01,31.47,25.55,27.99,36.76,7.89,772.3,44.97,Early_Blight
34.18,83.68,34.83,20.89,49.32,14.93,8.13,609.8,52.45,Early_Blight
19.46,90.3,51.02,27.67,28.45,21.41,6.52,798.1,39.31,Rust
34.89,84.19,61.76,27.89,44.77,46.59,7.81,750.8,55.25,Early_Blight
19.05,39.14,62.25,44.97,40.27,33.22,5.59,600.9,47.29,Root_Rot
22.96,89.75,38.74,46.17,11.07,35.51,6.23,242.2,41.66,Powdery_Mildew
12.87,38.73,41.97,19.94,16.36,32.79,5.86,596.8,41.59,Healthy
28.97,49.41,61.65,45.44,47.99,42.38,7.11,713.0,57.14,Healthy
23.57,82.56,36.93,18.53,11.22,41.73,5.02,931.2,38.38,Healthy
31.04,85.08,20.48,41.73,42.68,41.62,8.02,913.5,52.48,Bacterial_Leaf_Spot
29.65,78.02,58.67,35.2,43.16,41.66,5.51,800.6,55.85,Root_Rot
21.4,89.13,41.87,22.97,15.8,32.0,7.47,249.4,37.21,Powdery_Mildew
19.58,87.8,53.59,38.63,21.21,20.16,6.54,614.1,35.84,Rust
24.59,42.78,27.55,11.12,29.35,31.32,6.18,466.9,33.28,Healthy
31.04,40.49,48.89,34.75,10.03,36.69,7.89,284.2,44.28,Powdery_Mildew
23.61,73.99,16.68,42.09,11.44,40.25,5.59,449.7,29.61,Healthy
36.68,88.5,42.39,13.2,12.68,45.59,6.96,867.2,54.44,Early_Blight
19.37,34.68,54.24,36.05,15.81,32.57,5.6,297.1,32.49,Root_Rot
29.13,61.4,43.64,22.75,26.13,46.5,7.16,413.7,50.23,Healthy
23.35,87.25,39.55,44.79,16.73,26.61,7.71,291.1,49.59,Powdery_Mildew
22.02,60.25,49.03,30.89,29.0,38.14,7.67,807.5,52.21,Healthy
28.04,76.13,19.94,25.1,30.1,26.42,4.97,683.9,33.42,Early_Blight
39.74,90.4,41.8,31.32,26.73,30.43,6.21,462.2,42.56,Early_Blight
41.05,48.55,52.64,22.04,27.03,31.54,5.01,611.1,43.69,Root_Rot
28.51,89.68,59.47,49.5,29.96,48.14,7.5,528.7,56.12,Bacterial_Leaf_Spot
24.71,88.66,48.64,49.54,42.21,22.76,7.56,239.1,51.32,Powdery_Mildew
20.22,55.57,24.55,47.86,13.34,39.42,6.79,922.5,43.45,Healthy
21.7,84.13,46.91,38.82,41.04,27.08,5.63,201.2,44.22,Powdery_Mildew
17.18,32.69,18.25,41.54,48.67,45.85,4.83,520.5,38.44,Healthy
25.49,68.91,50.29,17.88,10.58,45.32,4.88,486.3,34.61,Root_Rot
20.38,88.14,52.26,31.44,31.07,13.85,7.87,438.8,50.29,Rust
27.87,91.58,7.81,30.56,39.45,42.23,6.73,786.8,42.9,Early_Blight
40.13,86.31,35.22,42.11,41.59,9.87,7.78,363.3,45.73,Bacterial_Leaf_Spot
21.87,81.38,40.75,39.61,42.32,45.99,7.32,328.7,52.69,Powdery_Mildew
20.96,25.23,44.5,19.43,35.86,13.35,7.99,427.9,38.89,Healthy
22.32,88.74,62.23,12.67,23.03,17.9,7.72,337.4,45.62,Rust
21.7,71.94,30.71,46.84,30.95,13.5,7.08,957.5,44.46,Healthy
32.58,58.31,47.31,13.05,22.47,42.18,8.21,676.6,41.63,Healthy
19.74,88.69,42.41,26.46,24.17,42.41,7.05,231.4,41.42,Healthy
14.51,62.17,59.39,44.7,23.38,11.05,5.53,998.1,46.45,Root_Rot
13.28,92.51,50.79,18.11,20.6,48.7,5.01,820.0,42.44,Bacterial_Leaf_Spot
15.01,86.89,65.34,16.47,30.84,40.27,6.96,699.9,58.36,Rust
21.95,89.74,28.02,45.04,20.31,19.39,5.92,226.8,34.64,Powdery_Mildew
20.94,88.44,60.73,19.82,46.72,20.91,7.74,469.3,47.71,Rust
21.99,67.78,50.54,17.94,13.02,47.41,7.12,716.8,41.65,Healthy
39.02,65.97,29.81,23.79,11.55,23.71,8.1,346.8,36.09,Early_Blight
37.55,73.07,13.37,29.72,34.99,15.07,7.03,930.4,41.59,Early_Blight
16.9,89.51,54.24,19.21,10.32,41.62,6.12,259.7,43.95,Rust
26.36,83.16,54.21,46.1,15.78,45.41,7.76,794.4,55.23,Bacterial_Leaf_Spot
28.13,45.05,52.66,8.8,46.87,48.25,5.51,781.7,47.81,Root_Rot
23.36,87.69,56.34,28.8,14.06,45.52,4.96,986.9,47.67,Root_Rot
15.24,83.54,63.58,19.9,22.64,36.99,5.85,855.5,50.55,Rust
23.05,92.52,47.26,14.58,25.03,30.11,7.15,517.6,40.38,Healthy
21.54,82.93,39.22,47.39,37.19,33.18,7.87,332.6,43.97,Powdery_Mildew
20.34,87.57,57.21,47.74,30.59,19.39,6.25,830.0,51.79,Rust
23.32,93.79,24.22,42.63,30.74,28.21,7.3,306.7,46.37,Powdery_Mildew
19.49,90.66,39.03,17.07,47.43,23.95,5.74,230.2,41.61,Healthy
26.35,68.96,56.82,32.3,14.72,43.32,5.96,581.5,44.71,Early_Blight
20.7,90.35,19.68,31.33,44.56,20.12,7.91,290.4,40.65,Powdery_Mildew
30.28,79.52,66.86,17.37,47.7,41.85,7.04,253.2,56.87,Early_Blight
19.92,32.11,34.88,36.59,27.28,18.44,5.0,758.0,36.77,Healthy
41.81,79.66,10.76,15.84,41.33,50.68,6.85,859.4,39.58,Early_Blight
22.81,71.0,55.16,34.95,13.05,32.86,5.61,249.5,37.58,Root_Rot
21.27,88.32,51.1,38.94,28.11,23.78,6.4,852.0,47.63,Rust
29.38,84.46,60.97,47.45,29.05,44.86,7.66,329.3,57.67,Bacterial_Leaf_Spot
20.31,56.06,16.9,44.45,28.25,17.08,6.1,962.5,35.05,Healthy
